city,temperature,weather_description,humidity,wind_speed,weather_datetime,region_id,region_name,carbon_intensity,carbon_forecast,carbon_average,generation_mix,carbon_datetime,latitude,longitude
Cardiff,6.57,light rain,79,8.75,2025-01-27 04:45:34,51.48,-3.18,7,National,50,47,low,2025-01-27T04:00Z,
Birmingham,7.97,light rain,96,2.06,2025-01-27 04:40:35,52.4814,-1.8998,8,National,50,47,low,2025-01-27T04:00Z,
Nottingham,3.45,clear sky,90,5.66,2025-01-27 04:49:45,52.9536,-1.1505,9,National,50,47,low,2025-01-27T04:00Z,
Cambridge,-7.09,clear sky,79,5.66,2025-01-27 04:47:04,52.2,0.1167,10,National,50,47,low,2025-01-27T04:00Z,
Bristol,-3.99,clear sky,68,1.54,2025-01-27 04:44:24,51.4552,-2.5967,11,National,50,47,low,2025-01-27T04:00Z,
Southampton,6.96,broken clouds,93,3.13,2025-01-27 04:44:26,50.904,-1.4043,12,National,50,47,low,2025-01-27T04:00Z,
London,7.66,broken clouds,86,6.17,2025-01-27 04:40:38,51.5085,-0.1257,13,National,50,47,low,2025-01-27T04:00Z,
Brighton,8.27,broken clouds,86,1.34,2025-01-27 04:44:29,50.8284,-0.1395,14,National,50,47,low,2025-01-27T04:00Z,
Leeds,3.18,overcast clouds,93,7.16,2025-01-27 04:44:31,53.7964,-1.5477,15,National,50,47,low,2025-01-27T04:00Z,
Glasgow,3.73,moderate rain,93,2.57,2025-01-27 04:44:33,55.8652,-4.2576,16,National,50,47,low,2025-01-27T04:00Z,
Swansea,4.63,broken clouds,91,4.92,2025-01-27 04:44:35,51.6208,-3.9432,17,National,50,47,low,2025-01-27T04:00Z,
Inverness,2.04,overcast clouds,93,0.45,2025-01-27 05:00:01,1,National,50,45,low,,2025-01-27T04:30Z,57.4791,-4.224
Edinburgh,4.02,light rain,90,3.09,2025-01-27 04:55:09,2,National,50,45,low,,2025-01-27T04:30Z,55.9521,-3.1965
Manchester,3.64,overcast clouds,89,2.57,2025-01-27 05:00:06,3,National,50,45,low,,2025-01-27T04:30Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,moderate rain,100,2.06,2025-01-27 05:00:08,4,National,50,45,low,,2025-01-27T04:30Z,54.9733,-1.614
Sheffield,3.26,overcast clouds,92,0.45,2025-01-27 05:00:10,5,National,50,45,low,,2025-01-27T04:30Z,53.383,-1.4659
Liverpool,3.6,overcast clouds,90,3.6,2025-01-27 04:55:18,6,National,50,45,low,,2025-01-27T04:30Z,53.4106,-2.9779
Cardiff,6.62,moderate rain,80,8.75,2025-01-27 05:00:13,7,National,50,45,low,,2025-01-27T04:30Z,51.48,-3.18
Birmingham,8.13,light rain,96,2.06,2025-01-27 04:55:18,8,National,50,45,low,,2025-01-27T04:30Z,52.4814,-1.8998
Nottingham,3.96,clear sky,91,5.66,2025-01-27 04:57:57,9,National,50,45,low,,2025-01-27T04:30Z,52.9536,-1.1505
Cambridge,-7.09,clear sky,79,5.66,2025-01-27 04:59:38,10,National,50,45,low,,2025-01-27T04:30Z,52.2,0.1167
Bristol,-4.5,overcast clouds,71,0.89,2025-01-27 05:00:19,11,National,50,45,low,,2025-01-27T04:30Z,51.4552,-2.5967
Southampton,7.19,broken clouds,93,3.13,2025-01-27 05:00:20,12,National,50,45,low,,2025-01-27T04:30Z,50.904,-1.4043
London,7.66,broken clouds,85,6.17,2025-01-27 04:55:58,13,National,50,45,low,,2025-01-27T04:30Z,51.5085,-0.1257
Brighton,8.27,broken clouds,86,1.79,2025-01-27 04:58:09,14,National,50,45,low,,2025-01-27T04:30Z,50.8284,-0.1395
Leeds,3.18,overcast clouds,93,7.16,2025-01-27 05:00:24,15,National,50,45,low,,2025-01-27T04:30Z,53.7964,-1.5477
Glasgow,3.96,moderate rain,93,2.68,2025-01-27 04:59:37,16,National,50,45,low,,2025-01-27T04:30Z,55.8652,-4.2576
Swansea,5.51,broken clouds,93,0.89,2025-01-27 05:00:27,17,National,50,45,low,,2025-01-27T04:30Z,51.6208,-3.9432
Inverness,4.91,broken clouds,93,3.09,2025-01-28 04:44:16,1,National,48,44,low,,2025-01-28T04:00Z,57.4791,-4.224
Edinburgh,4.74,overcast clouds,91,4.63,2025-01-28 04:44:18,2,National,48,44,low,,2025-01-28T04:00Z,55.9521,-3.1965
Manchester,7.66,broken clouds,82,2.57,2025-01-28 04:44:20,3,National,48,44,low,,2025-01-28T04:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,light rain,93,1.03,2025-01-28 04:44:21,4,National,48,44,low,,2025-01-28T04:00Z,54.9733,-1.614
Sheffield,6.62,overcast clouds,91,0.45,2025-01-28 04:44:22,5,National,48,44,low,,2025-01-28T04:00Z,53.383,-1.4659
Liverpool,6.71,broken clouds,91,4.12,2025-01-28 04:40:35,6,National,48,44,low,,2025-01-28T04:00Z,53.4106,-2.9779
Cardiff,8.38,light rain,92,5.66,2025-01-28 04:44:25,7,National,48,44,low,,2025-01-28T04:00Z,51.48,-3.18
Birmingham,1.57,mist,96,0.0,2025-01-28 04:39:47,8,National,48,44,low,,2025-01-28T04:00Z,52.4814,-1.8998
Nottingham,7.27,broken clouds,88,7.2,2025-01-28 04:44:28,9,National,48,44,low,,2025-01-28T04:00Z,52.9536,-1.1505
Cambridge,-1.84,snow,91,9.26,2025-01-28 04:40:46,10,National,48,44,low,,2025-01-28T04:00Z,52.2,0.1167
Bristol,1.88,clear sky,65,6.17,2025-01-28 04:44:31,11,National,48,44,low,,2025-01-28T04:00Z,51.4552,-2.5967
Southampton,8.82,overcast clouds,95,5.36,2025-01-28 04:44:33,12,National,48,44,low,,2025-01-28T04:00Z,50.904,-1.4043
London,8.41,light rain,88,6.69,2025-01-28 04:35:08,13,National,48,44,low,,2025-01-28T04:00Z,51.5085,-0.1257
Brighton,8.38,overcast clouds,91,2.24,2025-01-28 04:44:36,14,National,48,44,low,,2025-01-28T04:00Z,50.8284,-0.1395
Leeds,5.95,overcast clouds,93,0.45,2025-01-28 04:44:39,15,National,48,44,low,,2025-01-28T04:00Z,53.7964,-1.5477
Glasgow,4.79,overcast clouds,91,3.6,2025-01-28 04:44:41,16,National,48,44,low,,2025-01-28T04:00Z,55.8652,-4.2576
Swansea,7.54,light rain,93,2.24,2025-01-28 04:44:42,17,National,48,44,low,,2025-01-28T04:00Z,51.6208,-3.9432
Inverness,4.91,broken clouds,90,2.57,2025-01-28 05:44:29,1,National,49,48,low,,2025-01-28T05:00Z,57.4791,-4.224
Edinburgh,4.74,broken clouds,91,5.14,2025-01-28 05:33:39,2,National,49,48,low,,2025-01-28T05:00Z,55.9521,-3.1965
Manchester,7.41,few clouds,84,2.57,2025-01-28 05:39:19,3,National,49,48,low,,2025-01-28T05:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,light intensity drizzle,100,1.03,2025-01-28 05:44:34,4,National,49,48,low,,2025-01-28T05:00Z,54.9733,-1.614
Sheffield,6.62,overcast clouds,91,3.05,2025-01-28 05:44:35,5,National,49,48,low,,2025-01-28T05:00Z,53.383,-1.4659
Liverpool,6.83,overcast clouds,90,3.6,2025-01-28 05:42:04,6,National,49,48,low,,2025-01-28T05:00Z,53.4106,-2.9779
Cardiff,8.38,broken clouds,94,7.2,2025-01-28 05:43:20,7,National,49,48,low,,2025-01-28T05:00Z,51.48,-3.18
Birmingham,0.8,mist,96,0.0,2025-01-28 05:43:05,8,National,49,48,low,,2025-01-28T05:00Z,52.4814,-1.8998
Nottingham,7.24,broken clouds,88,6.17,2025-01-28 05:44:40,9,National,49,48,low,,2025-01-28T05:00Z,52.9536,-1.1505
Cambridge,-1.11,snow,92,9.26,2025-01-28 05:43:20,10,National,49,48,low,,2025-01-28T05:00Z,52.2,0.1167
Bristol,2.51,clear sky,66,3.6,2025-01-28 05:44:07,11,National,49,48,low,,2025-01-28T05:00Z,51.4552,-2.5967
Southampton,9.14,moderate rain,94,4.02,2025-01-28 05:41:08,12,National,49,48,low,,2025-01-28T05:00Z,50.904,-1.4043
London,8.39,overcast clouds,89,5.66,2025-01-28 05:40:53,13,National,49,48,low,,2025-01-28T05:00Z,51.5085,-0.1257
Brighton,8.7,overcast clouds,90,2.24,2025-01-28 05:44:47,14,National,49,48,low,,2025-01-28T05:00Z,50.8284,-0.1395
Leeds,6.01,light rain,96,2.57,2025-01-28 05:44:48,15,National,49,48,low,,2025-01-28T05:00Z,53.7964,-1.5477
Glasgow,4.72,overcast clouds,90,2.24,2025-01-28 05:44:50,16,National,49,48,low,,2025-01-28T05:00Z,55.8652,-4.2576
Swansea,7.49,overcast clouds,94,2.24,2025-01-28 05:44:51,17,National,49,48,low,,2025-01-28T05:00Z,51.6208,-3.9432
Inverness,4.91,overcast clouds,93,1.03,2025-01-28 06:20:50,1,National,57,51,low,,2025-01-28T05:30Z,57.4791,-4.224
Edinburgh,4.74,overcast clouds,91,4.12,2025-01-28 06:20:51,2,National,57,51,low,,2025-01-28T05:30Z,55.9521,-3.1965
Manchester,7.37,broken clouds,86,2.06,2025-01-28 06:20:52,3,National,57,51,low,,2025-01-28T05:30Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,light intensity drizzle,100,1.03,2025-01-28 06:18:37,4,National,57,51,low,,2025-01-28T05:30Z,54.9733,-1.614
Sheffield,7.15,overcast clouds,91,2.55,2025-01-28 06:17:02,5,National,57,51,low,,2025-01-28T05:30Z,53.383,-1.4659
Liverpool,6.63,broken clouds,91,3.09,2025-01-28 06:20:58,6,National,57,51,low,,2025-01-28T05:30Z,53.4106,-2.9779
Cardiff,8.17,overcast clouds,94,8.23,2025-01-28 06:20:59,7,National,57,51,low,,2025-01-28T05:30Z,51.48,-3.18
Birmingham,1.42,mist,97,0.0,2025-01-28 06:15:05,8,National,57,51,low,,2025-01-28T05:30Z,52.4814,-1.8998
Nottingham,7.23,moderate rain,87,5.14,2025-01-28 06:21:02,9,National,57,51,low,,2025-01-28T05:30Z,52.9536,-1.1505
Cambridge,-2.79,snow,89,8.75,2025-01-28 06:21:00,10,National,57,51,low,,2025-01-28T05:30Z,52.2,0.1167
Bristol,2.83,clear sky,64,5.14,2025-01-28 06:21:06,11,National,57,51,low,,2025-01-28T05:30Z,51.4552,-2.5967
Southampton,9.36,broken clouds,90,8.23,2025-01-28 06:21:07,12,National,57,51,low,,2025-01-28T05:30Z,50.904,-1.4043
London,8.62,broken clouds,89,5.66,2025-01-28 06:08:19,13,National,57,51,low,,2025-01-28T05:30Z,51.5085,-0.1257
Brighton,8.73,overcast clouds,90,1.79,2025-01-28 06:21:10,14,National,57,51,low,,2025-01-28T05:30Z,50.8284,-0.1395
Leeds,6.01,broken clouds,97,3.09,2025-01-28 06:21:12,15,National,57,51,low,,2025-01-28T05:30Z,53.7964,-1.5477
Glasgow,4.72,overcast clouds,90,1.54,2025-01-28 06:21:14,16,National,57,51,low,,2025-01-28T05:30Z,55.8652,-4.2576
Swansea,8.04,moderate rain,94,2.68,2025-01-28 06:21:15,17,National,57,51,low,,2025-01-28T05:30Z,51.6208,-3.9432
Inverness,6.33,overcast clouds,86,4.63,2025-01-28 23:41:12,1,National,64,53,low,,2025-01-28T23:00Z,57.4791,-4.224
Edinburgh,4.44,clear sky,86,4.12,2025-01-28 23:41:13,2,National,64,53,low,,2025-01-28T23:00Z,55.9521,-3.1965
Manchester,6.47,broken clouds,86,4.63,2025-01-28 23:45:53,3,National,64,53,low,,2025-01-28T23:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,scattered clouds,87,4.12,2025-01-28 23:45:54,4,National,64,53,low,,2025-01-28T23:00Z,54.9733,-1.614
Sheffield,5.51,broken clouds,89,6.3,2025-01-28 23:45:55,5,National,64,53,low,,2025-01-28T23:00Z,53.383,-1.4659
Liverpool,6.66,broken clouds,89,5.14,2025-01-28 23:45:57,6,National,64,53,low,,2025-01-28T23:00Z,53.4106,-2.9779
Cardiff,6.82,few clouds,89,6.17,2025-01-28 23:42:22,7,National,64,53,low,,2025-01-28T23:00Z,51.48,-3.18
Birmingham,10.16,broken clouds,65,1.97,2025-01-28 23:44:15,8,National,64,53,low,,2025-01-28T23:00Z,52.4814,-1.8998
Nottingham,5.37,broken clouds,87,6.69,2025-01-28 23:46:00,9,National,64,53,low,,2025-01-28T23:00Z,52.9536,-1.1505
Cambridge,-4.79,light snow,86,6.17,2025-01-28 23:41:55,10,National,64,53,low,,2025-01-28T23:00Z,52.2,0.1167
Bristol,-3.51,clear sky,36,3.6,2025-01-28 23:41:49,11,National,64,53,low,,2025-01-28T23:00Z,51.4552,-2.5967
Southampton,6.62,overcast clouds,91,1.34,2025-01-28 23:41:12,12,National,64,53,low,,2025-01-28T23:00Z,50.904,-1.4043
London,7.37,broken clouds,82,6.69,2025-01-28 23:41:41,13,National,64,53,low,,2025-01-28T23:00Z,51.5085,-0.1257
Brighton,6.22,overcast clouds,88,1.79,2025-01-28 23:46:07,14,National,64,53,low,,2025-01-28T23:00Z,50.8284,-0.1395
Leeds,4.41,broken clouds,84,3.92,2025-01-28 23:46:08,15,National,64,53,low,,2025-01-28T23:00Z,53.7964,-1.5477
Glasgow,3.58,overcast clouds,89,3.09,2025-01-28 23:38:45,16,National,64,53,low,,2025-01-28T23:00Z,55.8652,-4.2576
Swansea,6.76,broken clouds,90,2.68,2025-01-28 23:42:35,17,National,64,53,low,,2025-01-28T23:00Z,51.6208,-3.9432
Inverness,6.33,moderate rain,87,4.12,2025-01-29 00:46:12,1,National,61,45,low,,2025-01-29T00:00Z,57.4791,-4.224
Edinburgh,4.64,clear sky,86,3.6,2025-01-29 00:43:56,2,National,61,45,low,,2025-01-29T00:00Z,55.9521,-3.1965
Manchester,6.46,broken clouds,86,4.12,2025-01-29 00:38:40,3,National,61,45,low,,2025-01-29T00:00Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,scattered clouds,93,4.63,2025-01-29 00:41:20,4,National,61,45,low,,2025-01-29T00:00Z,54.9733,-1.614
Sheffield,6.01,scattered clouds,88,6.46,2025-01-29 00:42:53,5,National,61,45,low,,2025-01-29T00:00Z,53.383,-1.4659
Liverpool,6.51,light rain,91,6.69,2025-01-29 00:46:20,6,National,61,45,low,,2025-01-29T00:00Z,53.4106,-2.9779
Cardiff,6.18,overcast clouds,91,6.17,2025-01-29 00:46:21,7,National,61,45,low,,2025-01-29T00:00Z,51.48,-3.18
Birmingham,8.73,broken clouds,72,1.92,2025-01-29 00:44:13,8,National,61,45,low,,2025-01-29T00:00Z,52.4814,-1.8998
Nottingham,5.43,broken clouds,88,6.17,2025-01-29 00:46:24,9,National,61,45,low,,2025-01-29T00:00Z,52.9536,-1.1505
Cambridge,-4.33,snow,94,6.17,2025-01-29 00:39:12,10,National,61,45,low,,2025-01-29T00:00Z,52.2,0.1167
Bristol,-4.25,clear sky,40,2.57,2025-01-29 00:46:26,11,National,61,45,low,,2025-01-29T00:00Z,51.4552,-2.5967
Southampton,6.08,broken clouds,93,0.89,2025-01-29 00:46:28,12,National,61,45,low,,2025-01-29T00:00Z,50.904,-1.4043
London,6.73,few clouds,85,2.24,2025-01-29 00:42:20,13,National,61,45,low,,2025-01-29T00:00Z,51.5085,-0.1257
Brighton,6.09,clear sky,89,2.68,2025-01-29 00:45:29,14,National,61,45,low,,2025-01-29T00:00Z,50.8284,-0.1395
Leeds,4.85,clear sky,89,3.97,2025-01-29 00:46:32,15,National,61,45,low,,2025-01-29T00:00Z,53.7964,-1.5477
Glasgow,3.91,overcast clouds,88,2.24,2025-01-29 00:43:56,16,National,61,45,low,,2025-01-29T00:00Z,55.8652,-4.2576
Swansea,6.54,overcast clouds,92,1.34,2025-01-29 00:46:34,17,National,61,45,low,,2025-01-29T00:00Z,51.6208,-3.9432
Inverness,6.33,overcast clouds,87,3.09,2025-01-29 01:53:43,1,National,59,43,low,,2025-01-29T01:00Z,57.4791,-4.224
Edinburgh,4.46,clear sky,87,4.12,2025-01-29 01:55:01,2,National,59,43,low,,2025-01-29T01:00Z,55.9521,-3.1965
Manchester,6.52,overcast clouds,88,3.09,2025-01-29 01:54:22,3,National,59,43,low,,2025-01-29T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,scattered clouds,87,5.66,2025-01-29 01:56:15,4,National,59,43,low,,2025-01-29T01:00Z,54.9733,-1.614
Sheffield,6.11,scattered clouds,88,0.45,2025-01-29 01:56:17,5,National,59,43,low,,2025-01-29T01:00Z,53.383,-1.4659
Liverpool,6.9,broken clouds,91,5.14,2025-01-29 01:48:19,6,National,59,43,low,,2025-01-29T01:00Z,53.4106,-2.9779
Cardiff,5.87,scattered clouds,92,4.12,2025-01-29 01:48:19,7,National,59,43,low,,2025-01-29T01:00Z,51.48,-3.18
Birmingham,7.49,scattered clouds,75,2.11,2025-01-29 01:53:09,8,National,59,43,low,,2025-01-29T01:00Z,52.4814,-1.8998
Nottingham,5.6,scattered clouds,88,7.72,2025-01-29 01:56:23,9,National,59,43,low,,2025-01-29T01:00Z,52.9536,-1.1505
Cambridge,-0.12,light snow,86,8.75,2025-01-29 01:53:02,10,National,59,43,low,,2025-01-29T01:00Z,52.2,0.1167
Bristol,-4.73,clear sky,46,1.54,2025-01-29 01:48:19,11,National,59,43,low,,2025-01-29T01:00Z,51.4552,-2.5967
Southampton,5.53,broken clouds,95,0.89,2025-01-29 01:55:35,12,National,59,43,low,,2025-01-29T01:00Z,50.904,-1.4043
London,6.25,scattered clouds,86,5.66,2025-01-29 01:47:08,13,National,59,43,low,,2025-01-29T01:00Z,51.5085,-0.1257
Brighton,5.41,few clouds,89,2.24,2025-01-29 01:56:30,14,National,59,43,low,,2025-01-29T01:00Z,50.8284,-0.1395
Leeds,4.61,few clouds,88,4.64,2025-01-29 01:48:19,15,National,59,43,low,,2025-01-29T01:00Z,53.7964,-1.5477
Glasgow,4.77,overcast clouds,82,4.12,2025-01-29 01:48:18,16,National,59,43,low,,2025-01-29T01:00Z,55.8652,-4.2576
Swansea,6.54,overcast clouds,91,1.79,2025-01-29 01:56:35,17,National,59,43,low,,2025-01-29T01:00Z,51.6208,-3.9432
Inverness,6.33,broken clouds,83,3.6,2025-01-29 04:26:29,1,National,49,37,low,,2025-01-29T03:30Z,57.4791,-4.224
Edinburgh,4.53,light rain,84,4.12,2025-01-29 04:24:09,2,National,49,37,low,,2025-01-29T03:30Z,55.9521,-3.1965
Manchester,6.26,broken clouds,89,4.12,2025-01-29 04:26:32,3,National,49,37,low,,2025-01-29T03:30Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,clear sky,93,5.14,2025-01-29 04:26:33,4,National,49,37,low,,2025-01-29T03:30Z,54.9733,-1.614
Sheffield,6.01,broken clouds,86,0.45,2025-01-29 04:26:35,5,National,49,37,low,,2025-01-29T03:30Z,53.383,-1.4659
Liverpool,5.87,broken clouds,92,4.63,2025-01-29 04:26:30,6,National,49,37,low,,2025-01-29T03:30Z,53.4106,-2.9779
Cardiff,6.19,few clouds,93,3.6,2025-01-29 04:26:38,7,National,49,37,low,,2025-01-29T03:30Z,51.48,-3.18
Birmingham,5.84,scattered clouds,80,2.51,2025-01-29 04:21:49,8,National,49,37,low,,2025-01-29T03:30Z,52.4814,-1.8998
Nottingham,5.91,broken clouds,88,7.2,2025-01-29 04:26:41,9,National,49,37,low,,2025-01-29T03:30Z,52.9536,-1.1505
Cambridge,1.35,light snow,80,7.72,2025-01-29 04:22:44,10,National,49,37,low,,2025-01-29T03:30Z,52.2,0.1167
Bristol,-4.22,overcast clouds,51,0.0,2025-01-29 04:26:44,11,National,49,37,low,,2025-01-29T03:30Z,51.4552,-2.5967
Southampton,6.05,overcast clouds,95,0.89,2025-01-29 04:26:45,12,National,49,37,low,,2025-01-29T03:30Z,50.904,-1.4043
London,5.5,broken clouds,89,6.17,2025-01-29 04:24:48,13,National,49,37,low,,2025-01-29T03:30Z,51.5085,-0.1257
Brighton,5.44,scattered clouds,90,1.79,2025-01-29 04:25:29,14,National,49,37,low,,2025-01-29T03:30Z,50.8284,-0.1395
Leeds,3.91,scattered clouds,92,0.89,2025-01-29 04:26:49,15,National,49,37,low,,2025-01-29T03:30Z,53.7964,-1.5477
Glasgow,4.55,overcast clouds,79,4.12,2025-01-29 04:26:51,16,National,49,37,low,,2025-01-29T03:30Z,55.8652,-4.2576
Swansea,6.19,overcast clouds,93,0.89,2025-01-29 04:26:52,17,National,49,37,low,,2025-01-29T03:30Z,51.6208,-3.9432
Inverness,5.26,overcast clouds,86,3.09,2025-01-29 06:00:09,1,National,71,65,low,,2025-01-29T05:30Z,57.4791,-4.224
Edinburgh,4.4,clear sky,83,5.14,2025-01-29 05:57:03,2,National,71,65,low,,2025-01-29T05:30Z,55.9521,-3.1965
Manchester,6.11,overcast clouds,89,4.12,2025-01-29 05:57:01,3,National,71,65,low,,2025-01-29T05:30Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,few clouds,93,5.66,2025-01-29 05:56:21,4,National,71,65,low,,2025-01-29T05:30Z,54.9733,-1.614
Sheffield,5.54,broken clouds,87,5.92,2025-01-29 05:59:39,5,National,71,65,low,,2025-01-29T05:30Z,53.383,-1.4659
Liverpool,5.4,broken clouds,92,5.14,2025-01-29 05:57:26,6,National,71,65,low,,2025-01-29T05:30Z,53.4106,-2.9779
Cardiff,5.05,scattered clouds,97,2.57,2025-01-29 05:55:47,7,National,71,65,low,,2025-01-29T05:30Z,51.48,-3.18
Birmingham,4.93,broken clouds,83,2.36,2025-01-29 05:59:38,8,National,71,65,low,,2025-01-29T05:30Z,52.4814,-1.8998
Nottingham,4.86,few clouds,88,6.17,2025-01-29 06:00:21,9,National,71,65,low,,2025-01-29T05:30Z,52.9536,-1.1505
Cambridge,2.09,overcast clouds,77,8.75,2025-01-29 05:58:43,10,National,71,65,low,,2025-01-29T05:30Z,52.2,0.1167
Bristol,-3.51,light snow,51,0.89,2025-01-29 06:00:24,11,National,71,65,low,,2025-01-29T05:30Z,51.4552,-2.5967
Southampton,5.23,overcast clouds,95,0.45,2025-01-29 06:00:25,12,National,71,65,low,,2025-01-29T05:30Z,50.904,-1.4043
London,5.01,overcast clouds,90,4.12,2025-01-29 05:54:02,13,National,71,65,low,,2025-01-29T05:30Z,51.5085,-0.1257
Brighton,5.29,broken clouds,91,1.34,2025-01-29 06:00:28,14,National,71,65,low,,2025-01-29T05:30Z,50.8284,-0.1395
Leeds,4.53,few clouds,88,7.2,2025-01-29 06:00:30,15,National,71,65,low,,2025-01-29T05:30Z,53.7964,-1.5477
Glasgow,3.63,overcast clouds,81,2.06,2025-01-29 05:59:38,16,National,71,65,low,,2025-01-29T05:30Z,55.8652,-4.2576
Swansea,5.23,overcast clouds,94,1.74,2025-01-29 06:00:33,17,National,71,65,low,,2025-01-29T05:30Z,51.6208,-3.9432
Inverness,5.26,light rain,86,3.6,2025-01-29 07:00:01,1,National,97,90,low,,2025-01-29T06:30Z,57.4791,-4.224
Edinburgh,4.49,light rain,82,6.17,2025-01-29 06:57:02,2,National,97,90,low,,2025-01-29T06:30Z,55.9521,-3.1965
Manchester,5.71,broken clouds,87,3.09,2025-01-29 07:00:05,3,National,97,90,low,,2025-01-29T06:30Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,few clouds,93,5.14,2025-01-29 07:00:06,4,National,97,90,low,,2025-01-29T06:30Z,54.9733,-1.614
Sheffield,5.51,clear sky,88,0.45,2025-01-29 06:57:02,5,National,97,90,low,,2025-01-29T06:30Z,53.383,-1.4659
Liverpool,4.89,scattered clouds,93,4.63,2025-01-29 06:59:38,6,National,97,90,low,,2025-01-29T06:30Z,53.4106,-2.9779
Cardiff,4.17,broken clouds,92,1.54,2025-01-29 07:00:11,7,National,97,90,low,,2025-01-29T06:30Z,51.48,-3.18
Birmingham,5.53,few clouds,81,2.06,2025-01-29 06:55:26,8,National,97,90,low,,2025-01-29T06:30Z,52.4814,-1.8998
Nottingham,4.6,few clouds,90,7.72,2025-01-29 06:59:38,9,National,97,90,low,,2025-01-29T06:30Z,52.9536,-1.1505
Cambridge,1.68,overcast clouds,83,6.17,2025-01-29 06:57:39,10,National,97,90,low,,2025-01-29T06:30Z,52.2,0.1167
Bristol,-3.46,light snow,52,4.63,2025-01-29 07:00:16,11,National,97,90,low,,2025-01-29T06:30Z,51.4552,-2.5967
Southampton,5.02,clear sky,93,2.06,2025-01-29 06:59:14,12,National,97,90,low,,2025-01-29T06:30Z,50.904,-1.4043
London,5.14,broken clouds,91,4.63,2025-01-29 06:53:02,13,National,97,90,low,,2025-01-29T06:30Z,51.5085,-0.1257
Brighton,5.58,overcast clouds,92,0.89,2025-01-29 06:55:29,14,National,97,90,low,,2025-01-29T06:30Z,50.8284,-0.1395
Leeds,4.12,few clouds,93,7.2,2025-01-29 07:00:22,15,National,97,90,low,,2025-01-29T06:30Z,53.7964,-1.5477
Glasgow,2.96,broken clouds,84,4.12,2025-01-29 06:56:23,16,National,97,90,low,,2025-01-29T06:30Z,55.8652,-4.2576
Swansea,5.43,overcast clouds,95,2.41,2025-01-29 07:00:25,17,National,97,90,low,,2025-01-29T06:30Z,51.6208,-3.9432
Inverness,5.26,scattered clouds,83,4.63,2025-01-29 08:02:50,1,National,132,129,moderate,,2025-01-29T07:30Z,57.4791,-4.224
Edinburgh,4.08,moderate rain,81,4.63,2025-01-29 08:00:03,2,National,132,129,moderate,,2025-01-29T07:30Z,55.9521,-3.1965
Manchester,5.21,broken clouds,89,1.54,2025-01-29 07:59:41,3,National,132,129,moderate,,2025-01-29T07:30Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,few clouds,87,6.69,2025-01-29 08:03:00,4,National,132,129,moderate,,2025-01-29T07:30Z,54.9733,-1.614
Sheffield,4.92,clear sky,87,5.69,2025-01-29 08:03:41,5,National,132,129,moderate,,2025-01-29T07:30Z,53.383,-1.4659
Liverpool,4.56,scattered clouds,94,3.6,2025-01-29 08:00:09,6,National,132,129,moderate,,2025-01-29T07:30Z,53.4106,-2.9779
Cardiff,4.26,overcast clouds,92,2.06,2025-01-29 08:02:26,7,National,132,129,moderate,,2025-01-29T07:30Z,51.48,-3.18
Birmingham,4.13,overcast clouds,88,2.06,2025-01-29 08:00:27,8,National,132,129,moderate,,2025-01-29T07:30Z,52.4814,-1.8998
Nottingham,4.27,few clouds,90,6.69,2025-01-29 07:59:40,9,National,132,129,moderate,,2025-01-29T07:30Z,52.9536,-1.1505
Cambridge,2.09,overcast clouds,81,6.17,2025-01-29 08:01:20,10,National,132,129,moderate,,2025-01-29T07:30Z,52.2,0.1167
Bristol,-1.22,overcast clouds,70,4.32,2025-01-29 07:58:52,11,National,132,129,moderate,,2025-01-29T07:30Z,51.4552,-2.5967
Southampton,3.93,clear sky,98,1.03,2025-01-29 08:00:01,12,National,132,129,moderate,,2025-01-29T07:30Z,50.904,-1.4043
London,4.89,broken clouds,91,5.14,2025-01-29 07:56:37,13,National,132,129,moderate,,2025-01-29T07:30Z,51.5085,-0.1257
Brighton,6.01,overcast clouds,92,0.89,2025-01-29 08:03:53,14,National,132,129,moderate,,2025-01-29T07:30Z,50.8284,-0.1395
Leeds,3.85,few clouds,86,3.09,2025-01-29 08:00:22,15,National,132,129,moderate,,2025-01-29T07:30Z,53.7964,-1.5477
Glasgow,3.35,broken clouds,81,3.09,2025-01-29 07:59:39,16,National,132,129,moderate,,2025-01-29T07:30Z,55.8652,-4.2576
Swansea,5.42,overcast clouds,95,3.48,2025-01-29 08:03:57,17,National,132,129,moderate,,2025-01-29T07:30Z,51.6208,-3.9432
Inverness,4.91,broken clouds,83,4.63,2025-01-29 09:00:02,1,National,145,144,moderate,,2025-01-29T08:30Z,57.4791,-4.224
Edinburgh,3.97,moderate rain,81,4.63,2025-01-29 09:00:03,2,National,145,144,moderate,,2025-01-29T08:30Z,55.9521,-3.1965
